# Exult Usecode Dialogue Translation Dictionary
# English source<TAB>Chinese translation
# Generated: 2026-06-17 10:30:00
# Entries: 11391
#
# To deploy: Copy this file to your Exult <PATCH>/ directory
# as 'usecode_translations.txt'.
#
# Lines starting with '#' are comments.
# Format: English source text<tab>Chinese translation text
============================================================

! And good luck to thee!"*	「祝你好運！」*
! Fly from this place at once! I shall provide escort for thee with my bow. Return at thy peril,	「快離開這裡！我會用我的弓護送你離開。再回來就要冒險了！」
! Help me!!"	「幫幫我！！」
! However, thou mayest have some trouble convincing those who do not know thy face.~~"Of course, thou -shouldst- be safe around thy friends!"	「但是，你可能會遇到一些麻煩，因為有些人不認識你。」~~「當然，你應該在朋友身邊很安全！」
! I admit I do sell Silver Serpent Venom to other places besides the Apothecary. But what I am doing is not -precisely- against the law!"	「我承認，我賣銀蛇毒給其他地方的藥劑師。但是，我做的事情不是完全違法！」
! I earn my gold with this sword arm," he says as he flexes a mighty bicep. "Right now I am in Jhelom continuing my studies in my trade with De Snel, and when I am finished my price is going to go up!"	「我靠這把劍來賺取金幣，」他說，同時展示他的強壯手臂。「現在，我在傑洛姆繼續我的學徒生涯，當我完成後，我的價格就會上漲！」
! I shall never miss New Magincia!"	「我永遠不會錯過新馬吉尼亞！」
! I would wager that thou dost say that to all the barmaids!"	「我想，你對所有的酒吧女服務員都這麼說！」
! If I did not trust the infallibility of mine own eyes, I would not believe it! I was just thinking to myself, 'If only the Avatar were here!' Then...~~"Lo and behold! Who says that magic is dying! Here is living proof that it is not!~~ "Dost thou realize,	「如果我不相信自己的眼睛，我就不會相信！我剛剛在想，『如果只有阿凡達在這裡！』然後……~~「看哪！誰說魔法正在消失！這裡就是活生生的證據！」~~「你知道嗎，」他說，「如果不是你，我就會迷失了。」
! If not for thee, I would be lost."	「如果不是你，我就會迷失了。」
! If thou wilt leave something behind, mayhaps thou wilt be able to sail, and I will be glad, indeed, to sell thee the deed."~Gargan sneezes.	「如果你願意留下什麼東西，可能你就能夠航行，我會很高興地賣給你這份契約。」~加爾根打了個噴嚏。
! It is hearsay!"*	「這只是傳聞！」*
! Mine husband was pardoned by Lord British. He even provided Weston with short-term employment so that he may return to me with money enough in his pockets to feed us for some time!~~"Excellent news, no?"	! 我的丈夫被布列塔尼亞王赦免了，他甚至提供了韋斯頓短期的工作機會，這樣他就可以帶著足夠的錢回來養活我們一段時間！~~"這是個好消息，不是嗎？"
! Perhaps honesty shall lift thee above the	! 也許誠實會讓你脫離貧困
! That means I owe thee	! 這意味著我欠你
! The box is open! Certainly, one as diligent as thee could not have been robbed?"	! 盒子打開了！你這麼勤奮的人不可能被搶劫吧？"
! Thou	! 你
! Thou didst just enjoy thyself, didst thou not? Please come back when thou art rested!"*	! 你只是在享受自己吧？請休息一下再回來吧！"*
! Thy soul shall wail in the catacombs of the netherworld!"	! 你的靈魂將在陰間的墓穴中哀號！"
! Who knows what evil this strange creature might possess!" He inspects the sprite more closely. "Mayhaps I should try it first to be sure it is safe..."*	! 誰知道這個奇怪的生物可能會帶來什麼邪惡！" 他仔細檢查精靈。 "也許我應該先試試看，以確保它是安全的..."*
! You damn	! 你這個該死的
! You have nothing to lose but your	! 你沒有什麼可失去的，只有你的
!" Katrina greets you with a smile.	!" 卡特琳娜帶著微笑迎接你。
!" Nastassia says.	!" 納斯塔西婭說。
!" Sherry the Mouse exclaims.	!" 謝里老鼠驚呼。
!" says a wide-eyed Constance, "What may I do for thee?"	!" 一個目瞪口呆的康斯坦斯說，"我可以為你做什麼？"
"'Bye!"*	!"別了！"*
"I have not spoken to the Time Lord in months! How is the old codger? Give him my regards. Tell him I miss our Knight's Bridge games!"	"我已經好幾個月沒有跟時間之主說話了！他還好嗎？替我問候他一下，告訴他我很懷念我們在 Knight's Bridge 的遊戲！"
"I have not the time for these petty geography questions. Check an atlas!"	"我沒有時間回答這些無聊的地理問題。去查地圖吧！"
"I have often said that Tobias was no good. Now here is proof. He is the thief that has been praying upon one of our honest merchants! And to think I let him come into contact with my son! I hope he shall be dealt with in a manner appropriate to one who is leading youth astray from the way of The Fellowship.	"我一直說托比亞斯不是個好人。現在有證據了。他就是一直在騷擾我們誠實商人的小偷！而且我還讓他接觸我的兒子！我希望他會受到應有的懲罰，作為一個引導年輕人走上邪路的人。"
"I have often suspected it! I am honored to travel with thee. I shall watch thee diligently, for surely thou art the greatest fighter who ever lived."	"我一直懷疑這件事！我很榮幸能夠與你同行。我會密切關注你，因為你肯定是有史以來最偉大的戰士。"
"I have only seen her a few times. I do not know her well enough to say this, but I think she is angry about something, for she is always in a bad mood."	"我只見過她幾次，我不太了解她，但我覺得她似乎一直在生氣，總是心情不好。"
"I have paid thee once for thy delivery. I shall not do so again."	"我已經付過你一次運費，我不會再付了。"
"I have returned to be vith Margareta and Jergi to grieve for my parents. They did not approve of my joining The Fellowship but I know that they vere concerned out of their love for me, just as I loved them."	"我回來了，與瑪格麗塔和傑吉一起為我的父母哀悼。他們不贊成我加入ellowship，但我知道他們是出於愛才擔心我，就像我愛他們一樣。"
"I have said it a thousand times. Tobias is weak of character! He and his mother are poor because they are lazy. Now I am proven right because Tobias is a thief. A thief who has been caught!"	"我已經說過一千次了，托比亞斯的性格很軟弱！他和他母親很窮，因為他們很懶。現在我被證明是對的，因為托比亞斯是一個小偷。一個被抓到的小偷！"
"I have seen Battles has reflexes faster than a snake."	"我看過巴特爾斯的反應速度比蛇還快。"
"I have seen our friend rarely over the years. I understand he has been spending most of his time in Trinsic."	"我這些年來很少見到我們的朋友，我知道他大部分時間都在特里尼克度過。"
"I have sent for a judge from the High Court in Yew. I realize thou dost not have the time for such petty matters."	"我已經請了一位來自葉城高院的法官。我知道你沒有時間處理這些瑣碎的事情。"
"I have something that might interest thee."	"我有一些東西可能會吸引你的注意。"
"I have spent little time with others in the area. Thou mayest wish to speak with Taylor, for he knows much more about the people, animals, and sights in this area than I do."	"我在這附近很少與他人相處。你可能想跟泰勒說話，因為他比我更了解這附近的人、動物和景點。"
"I have sung about thee in many a song! And here thou art in the flesh! I recognized thee immediately." The man bows. "Welcome, Avatar!"	"我曾在許多歌曲中唱過你！而現在你親自出現了！我一眼就認出了你。" 這名男子鞠躬。 "歡迎，Avatar！"
"I have suspected it! No skill have I in such deep matters, but perchance our speech might turn to enchantment when our quest is complete."	"我一直懷疑！我對這些深奧的事情沒有什麼技巧，但也許當我們完成任務後，我們的談話會變得更有趣。"
"I have taught here for many years. I like the town, but I am not too fond of some of the residents."	"我在這裡教書已經很多年了。我喜歡這個小鎮，但我不是很喜歡這裡的一些居民。"
"I have taught many a warrior how to use his -- or her -- force against an opponent."	"我教導過許多戰士如何使用自己的力量對付對手。"
"I have the best fish and chips thou shalt taste in all of Britannia. My price is only 8 gold coins per serving. Wouldst thou like to have some?"	"我有全不列顛最美味的魚和薯條。我的價格只要每份8金幣。你想吃嗎？"
"I have the morning watch guarding the dock. I authorize the comings and goings of every ship."	"我負責早班守衛碼頭。我負責授權每艘船的出入。"
"I have the night watch at the dock gate."	"我負責夜班守衛碼頭大門。"
"I have to memorize this preposterous children's story called 'Hubert's Hair-Raising Adventure'.	"我必須記住這個荒謬的兒童故事，叫做『胡伯特的驚險冒險』。"
"I have very few friends from our homeland here in Britannia. Thou must make a point to visit more often! Especially since thou art a knight!"*	"我在不列顛這裡沒有多少來自故鄉的朋友。你必須常常來拜訪！尤其是你是一名騎士！"*
"I have worked for the House of Games since The Mister agreed to pay me and asked me to stay. I know all who go in or out. I see everything."	"我為遊戲之屋工作已經很久了。自從老闆同意付我薪水並要求我留下來後，我就一直在這裡工作。我知道所有進出的人。我什麼都看在眼裡。"
"I have worked here for years. I can sell thee a nice horse and carriage if thou dost want one. The animal and the carriage are located in a small shelter just outside the north gate of the town."	"我在這裡工作已經很多年了。如果你想要，我可以賣給你一匹馬和一輛馬車。動物和馬車都在鎮北門外的小棚舍裡。"
"I have yet to meet her, but I know she loves animals. I have seen her playing with the deer and squirrels that inhabit this region."	"我還沒有見過她，但我知道她喜歡動物。我曾經看到她和這個地區的鹿和松鼠玩耍。"
"I hear there are three other new arrivals wandering around here somewhere. I always try to give people the benefit of the doubt, but be careful of them."	"我聽說還有三個新來的陌生人在這裡到處亂逛。我總是試圖給人們一個機會，但要小心他們。"
"I heard about it, but I assure thee I know nothing of the details." Markus yawns.	"我聽說過，但我保證我不知道細節。" 馬庫斯打呵欠。
"I heard about that. Terrible thing to happen. Can't say I saw or heard anything, though."~Gargan coughs, clears his throat loudly, then spits.	"我聽說過那件事。真是可怕的事情發生了。雖然我什麼都沒有看到或聽到。"~加岡咳嗽，清了清嗓子，然後吐痰。
"I heard that Garritt was the one who stole the venom. Hmm! And to think I live under the same roof with the hoodlum. I shall have to guard my belongings more."	"我聽說是加瑞特偷走了毒液。唉！居然和這個流氓住在同一屋簷下，我必須更好地看守我的東西。"
"I heard that, Cairbre!"*	"我聽說了，凱爾布里！"*
"I heard that, Ophelia. Thou art a spiteful wench!"*	"我聽說了，奧菲莉亞。你真是個惡毒的女人！"*
"I help mine husband Feridwyn run The Fellowship's shelter in Paws."	"我幫助我丈夫費里德溫管理神聖同盟的庇護所，在帕斯。"
"I help my brother tend our farm here in Moonglow."	"我幫助我哥哥照料我們在月光城的農場。"
"I helped to organize things with Mayor Burnside to get the monument built."	"我幫助伯恩賽德市長籌劃建造紀念碑的事。"
"I hope I can help thee again some time, my friend!"*	"我希望能再次幫助你，我的朋友！"*
"I hope I was of some assistance to thee,	"我希望我能幫助你，"
"I hope thou art progressing on the murder investigation."	"我希望你正在調查謀殺案。"
"I hope to see thee again soon, honey!"	"我希望能再見到你，親愛的！"
"I hope to see thee again,	"我希望能再見到你，"
"I hope to see thee there during business hours."	"我希望能在辦公時間見到你。"
"I hope to see thee there when the museum is open.	"我希望能在博物館開放時見到你。"
"I intend to restore this town and furthermore, make it a place of beauty and renown. I enjoin thee to return in future times to see if my boast doth come to pass."	"我打算重建這個城鎮，並且使它成為一個美麗和聞名的場所。我希望你能在未來的時候回來看看我的誇言是否成真。"
"I just painted my wagon recently. It receives more attention. Business is much better now. I am saving my money to travel to Buccaneer's Den."	"我剛剛重新粉刷了我的馬車。它吸引了更多的注意力。生意變得更好了。現在我正在存錢，準備去海盜港。"
"I keep a small stock of silver serpent venom from time to time which I sell to the apothecary in Britannia for a modest profit. The government is trying to control sales of it until they can determine how dangerous the effects are."	"我偶爾會存一些銀色毒蛇的毒液，然後賣給布利塔尼亞的藥劑師，賺取一些微薄的利潤。政府正在試圖控制毒液的銷售，直到他們能夠確定毒液的影響有多危險。"
"I keep villains and knaves out of Trinsic and keep a record of all who leave. Thou must have a password to leave."	"我負責將壞人和無賴趕出特里尼克，並記錄所有離開的人。你必須有密碼才能離開。"
"I knew he should not have left this time! I hate it when he leaves!" She chokes back her tears.*	"我就知道他不該這次離開！我討厭他離開的時候！" 她壓抑住自己的眼淚。*
"I knew it vould happen. I varned Frederico. He vouldn't listen."	"我就知道會發生這種事。我早就警告弗雷德里科了，他不肯聽。"
"I knew that thou wert nothing but an imposter."	"我就知道你只是個冒牌貨。"
"I knew thou wouldst not let me down.~~"Go at once to the Serpent's Spine area. Search for the entrance to a dungeon somewhere northwest of Britain. I believe it may be called 'Dungeon Despise'. This will lead thee to the generator causing the problem. If mine hunch is correct, it will resemble a large Sphere.	"我就知道你不會讓我失望的。~~"趕快去蛇脊山區，尋找通往地牢的入口，據我所知，地牢可能叫做『惡棄地牢』。這將會帶你找到問題的源頭。如果我的猜測正確，問題源頭應該是一個巨大的球體。"
"I know I can be a bear to get along with sometimes. I reckon it is just my nature to be an ornery bastard. But I do appreciate what few friends I have and I know that thou hast been one to me. Take good care of thyself, Avatar."*	"我知道我有時候很難相處，我想這就是我的天性，總是很暴躁。但是我很感謝我少有的幾個朋友，我知道你一直是其中之一。請多保重自己，阿凡達。"*
"I know I can trust thee,	"我知道我可以信任你，"
"I know Menion least of all. He is very quiet, spending most of his spare time weaponsmithing. The tavernkeeper may know more about him."	"我對梅尼恩的了解最少，他很安靜，花大部分時間在鍛造武器。酒館老闆可能更了解他。"
"I know about these people:"	"我知道這些人："
"I know dat Brom is somevhere down in dis cave, und I vill not leave dis place until I find him!"	"我知道布洛姆就在這個洞穴裡的某個地方，我不會離開這裡，直到我找到他！"
"I know him! He be a pirate who lives in Buccaneer's Den. They say Hook is so mean he'd kill his own mudder for the right price, an' I would wager they's right.~~"Why, I got into a fight with this Hook once. I was lucky and I escaped losin' only my right arm and still with one good eye left. It was somewhere around that time that I started having second thoughts about my career as a pirate and now here I be.	"我知道他！他是布卡尼爾港的海盜，他們說胡克很兇狠，會為了合適的價格殺死自己的母親，我想他們說的沒錯。~~"為什麼，我曾經和這個胡克打過架，我很幸運，逃跑時只失去了我的右臂，還剩下一隻眼睛。就在那個時候，我開始對我的海盜生涯有了第二個想法，現在我就在這裡。"
